"ST_CASE","PERSONS","FATALS","ROUTE","MAN_COLL","LGT_COND","WEATHERlight","BODY_TYP","AGE","INJ_SEV","DRINKING","TRAV_SP","L_TYPE","VSPD_LIM","fata_rate"
550177,3,2,"LOCAL","front","light","light","LORRY",58,"dead","NO",55,"Licensed",55,66.67
550187,2,1,"LOCAL","front","light","light","small",88,"dead","NO",55,"Licensed",55,50.00
550216,3,1,"LOCAL","front","dark","light","LORRY",41,"dead","NO",70,"Licensed",45,33.33
550221,6,2,"LOCAL","front","light","light","small",32,"injured","NO",70,"Licensed",70,33.33
550307,3,1,"highway","front","dark","light","small",19,"injured","NO",65,"Licensed",55,33.33
550309,4,1,"highway","front","dark","light","LORRY",36,"dead","Yes",60,"Licensed",35,25.00
550372,3,3,"LOCAL","front","light","light","small",57,"dead","NO",55,"Licensed",55,100.00
550373,2,1,"LOCAL","front","light","light","small",51,"injured","NO",10,"Licensed",55,50.00
550385,3,2,"LOCAL","front","dark","light","small",28,"dead","Yes",65,"Licensed",65,66.67
550403,3,1,"LOCAL","front","dark","light","small",23,"injured","Yes",55,"Licensed",55,33.33
550425,6,1,"highway","front","light","light","small",26,"injured","NO",50,"Licensed",30,16.67
550523,4,1,"highway","front","dark","light","small",57,"injured","Yes",55,"Licensed",55,25.00
560002,3,1,"LOCAL","front","dark","light","LORRY",31,"injured","NO",65,"Licensed",80,33.33
560005,2,1,"LOCAL","front","light","light","LORRY",34,"injured","NO",65,"Licensed",65,50.00
560008,2,1,"LOCAL","front","light","sever","small",45,"dead","NO",50,"Licensed",65,50.00
560014,13,1,"LOCAL","rear","light","sever","LORRY",57,"injured","NO",45,"Licensed",55,7.69
560015,5,1,"LOCAL","front","light","light","small",17,"dead","NO",70,"Licensed",70,20.00
560028,8,3,"LOCAL","side","light","light","small",61,"injured","NO",47,"Licensed",50,37.50
560064,2,1,"LOCAL","front","light","light","LORRY",48,"dead","NO",65,"Licensed",80,50.00
560070,7,1,"LOCAL","front","light","light","small",19,"injured","NO",70,"Licensed",70,14.29
560078,3,1,"LOCAL","front","light","light","LORRY",43,"injured","NO",25,"Licensed",75,33.33
560079,2,1,"LOCAL","front","dark","mod","small",23,"dead","Yes",82,"Licensed",75,50.00
560081,3,1,"LOCAL","side","light","light","small",48,"dead","NO",70,"Licensed",70,33.33
560092,5,2,"LOCAL","front","dark","light","LORRY",58,"injured","NO",70,"Licensed",70,40.00
560096,5,1,"LOCAL","front","light","sever","small",33,"injured","NO",50,"Licensed",70,20.00
560097,4,1,"LOCAL","front","light","light","small",46,"injured","NO",65,"Licensed",70,25.00
560100,4,1,"LOCAL","front","light","light","LORRY",45,"injured","NO",65,"Licensed",80,25.00

